rna_name	rna_id	rna_type	bulgeLabel	bulgeLen	bulgeEnergy	label5p	energy5p	label3p	energy3p
bpRNA_SRP_826	57154	snoRNA	B5	4	3.6	S8	-12.3	S7	-18.1
bpRNA_SRP_569	56897	snoRNA	B3	3	3.2	S2	-13.35	S1	-16.7
bpRNA_SRP_690	57018	snoRNA	B1	4	3.6	S5	-14.8	S6	-8.55
bpRNA_SRP_690	57018	snoRNA	B2	1	0.5	S7	-11.55	S8	-7.45
bpRNA_SRP_690	57018	snoRNA	B3	1	0.5	S11	-3.3	S12	-7.25
bpRNA_SRP_690	57018	snoRNA	B4	3	3.2	S11	-3.3	S10	-12.75
bpRNA_SRP_944	57272	snoRNA	B2	1	-0.927	S12	-4.3	S13	-1.65
bpRNA_SRP_944	57272	snoRNA	B3	4	3.6	S13	-1.65	S14	-10.2
bpRNA_SRP_944	57272	snoRNA	B4	1	1.7	S16	-3.3	S17	-10.65
bpRNA_SRP_944	57272	snoRNA	B6	3	3.2	S16	-3.3	S15	-4.05
bpRNA_SRP_944	57272	snoRNA	B7	5	4.0	S9	-10.0	S8	-11.65
bpRNA_SRP_454	56782	snoRNA	B1	1	2.7	S3	-2.1	S4	-7.65
bpRNA_SRP_454	56782	snoRNA	B2	3	3.2	S3	-2.1	S2	-10.6
bpRNA_SRP_454	56782	snoRNA	B3	3	3.2	S2	-10.6	S1	-13.45
bpRNA_SRP_879	57207	snoRNA	B3	1	1.7	S17	-3.3	S18	-8.25
bpRNA_SRP_879	57207	snoRNA	B4	5	4.0	S13	-13.25	S12	-11.65
bpRNA_SRP_383	56711	snoRNA	B1	1	5.1	S10	-3.15	S11	-1.5
bpRNA_SRP_383	56711	snoRNA	B4	1	1.3	S14	-3.4	S15	1.18
bpRNA_SRP_383	56711	snoRNA	B5	4	3.6	S15	1.18	S16	-8.7
bpRNA_SRP_383	56711	snoRNA	B6	1	1.7	S17	-3.3	S18	-8.25
bpRNA_SRP_383	56711	snoRNA	B7	2	2.8	S7	-3.4	S6	-1.0
bpRNA_SRP_383	56711	snoRNA	B8	2	2.8	S6	-1.0	S5	-1.65
bpRNA_SRP_118	56446	snoRNA	B1	1	1.7	S17	-3.3	S18	-8.25
bpRNA_SRP_118	56446	snoRNA	B2	1	2.3	S22	-8.2	S21	-13.5
bpRNA_SRP_147	56475	snoRNA	B1	4	3.6	S6	-12.7	S7	-14.8
bpRNA_SRP_147	56475	snoRNA	B2	3	3.2	S13	-3.3	S12	-12.65
bpRNA_SRP_249	56577	snoRNA	B1	4	3.6	S6	-14.05	S7	-4.2
bpRNA_SRP_249	56577	snoRNA	B2	1	0.5	S11	-3.3	S12	-7.25
bpRNA_SRP_249	56577	snoRNA	B3	3	3.2	S11	-3.3	S10	-14.8
bpRNA_SRP_374	56702	snoRNA	B1	4	3.6	S5	-7.5	S6	-8.55
bpRNA_SRP_374	56702	snoRNA	B2	1	0.5	S7	-11.55	S8	-7.45
bpRNA_SRP_374	56702	snoRNA	B3	1	0.5	S11	-3.3	S12	-7.25
bpRNA_SRP_374	56702	snoRNA	B4	3	3.2	S11	-3.3	S10	-12.75
bpRNA_SRP_216	56544	snoRNA	B1	3	3.2	S8	-13.8	S9	-0.95
bpRNA_SRP_216	56544	snoRNA	B2	1	2.8	S10	-12.4	S11	-4.3
bpRNA_SRP_216	56544	snoRNA	B3	1	2.7	S15	-2.1	S16	-6.25
bpRNA_SRP_216	56544	snoRNA	B4	3	3.2	S15	-2.1	S14	-10.0
bpRNA_SRP_216	56544	snoRNA	B5	1	2.8	S12	-4.15	S11	-4.3
bpRNA_SRP_443	56771	snoRNA	B1	1	2.3	S1	-5.7	S2	2.18
bpRNA_SRP_521	56849	snoRNA	B1	4	3.6	S6	-14.8	S7	-8.55
bpRNA_SRP_521	56849	snoRNA	B2	1	0.5	S8	-11.55	S9	-7.45
bpRNA_SRP_521	56849	snoRNA	B3	1	0.5	S12	-3.3	S13	-7.25
bpRNA_SRP_521	56849	snoRNA	B4	3	3.2	S12	-3.3	S11	-12.75
bpRNA_SRP_831	57159	snoRNA	B1	1	1.3	S6	-6.6	S5	-1.4
bpRNA_SRP_831	57159	snoRNA	B2	1	1.6	S5	-1.4	S4	-2.4
bpRNA_SRP_831	57159	snoRNA	B3	2	2.8	S2	-11.6	S1	-14.95
bpRNA_SRP_953	57281	snoRNA	B1	1	1.7	S8	-2.4	S9	-3.3
bpRNA_SRP_953	57281	snoRNA	B2	2	2.8	S9	-3.3	S10	-20.05
bpRNA_SRP_953	57281	snoRNA	B5	1	1.7	S16	-3.3	S17	-10.65
bpRNA_SRP_953	57281	snoRNA	B6	1	2.3	S21	-7.5	S22	-12.25
bpRNA_SRP_687	57015	snoRNA	B2	2	2.8	S7	-4.7	S6	-10.9
bpRNA_SRP_712	57040	snoRNA	B2	16	5.4	S16	-3.3	S17	-14.05
bpRNA_SRP_712	57040	snoRNA	B3	1	0.5	S27	-11.25	S28	-1.95
bpRNA_SRP_712	57040	snoRNA	B4	2	2.8	S27	-11.25	S26	-4.0
bpRNA_SRP_712	57040	snoRNA	B5	1	1.073	S26	-4.0	S25	-4.1
bpRNA_SRP_712	57040	snoRNA	B6	1	2.3	S25	-4.1	S24	-8.05
bpRNA_SRP_712	57040	snoRNA	B7	1	2.9	S23	-15.3	S22	-4.05
bpRNA_SRP_712	57040	snoRNA	B8	3	3.2	S21	-13.15	S20	-6.35
bpRNA_SRP_712	57040	snoRNA	B10	1	2.7	S4	-1.35	S3	-5.15
bpRNA_SRP_589	56917	snoRNA	B1	1	1.6	S7	-1.65	S8	-3.0
bpRNA_SRP_589	56917	snoRNA	B2	3	3.2	S8	-3.0	S9	-4.6
bpRNA_SRP_589	56917	snoRNA	B3	1	1.7	S17	-3.3	S18	-8.25
bpRNA_SRP_58	56386	snoRNA	B2	1	1.6	S19	-2.1	S20	-7.95
bpRNA_SRP_58	56386	snoRNA	B3	3	3.2	S19	-2.1	S18	-13.3
bpRNA_SRP_58	56386	snoRNA	B4	3	3.2	S18	-13.3	S17	-11.55
bpRNA_SRP_58	56386	snoRNA	B5	1	2.8	S16	-4.15	S15	-3.85
bpRNA_SRP_433	56761	snoRNA	B1	1	0.5	S1	-5.7	S2	-2.05
bpRNA_SRP_80	56408	snoRNA	B1	1	1.3	S8	-8.6	S9	-11.6
bpRNA_SRP_80	56408	snoRNA	B2	1	0.373	S10	-3.05	S11	-7.7
bpRNA_SRP_80	56408	snoRNA	B3	1	2.8	S11	-7.7	S12	-4.3
bpRNA_SRP_80	56408	snoRNA	B4	1	2.7	S16	-2.1	S17	-7.65
bpRNA_SRP_80	56408	snoRNA	B5	3	3.2	S16	-2.1	S15	-13.3
bpRNA_SRP_80	56408	snoRNA	B6	3	3.2	S15	-13.3	S14	-10.65
bpRNA_SRP_80	56408	snoRNA	B7	1	2.8	S13	-4.15	S12	-4.3
bpRNA_SRP_77	56405	snoRNA	B1	1	1.3	S8	-8.6	S9	-11.6
bpRNA_SRP_77	56405	snoRNA	B2	1	0.373	S10	-3.05	S11	-7.7
bpRNA_SRP_77	56405	snoRNA	B3	1	2.8	S11	-7.7	S12	-4.3
bpRNA_SRP_77	56405	snoRNA	B4	1	2.7	S16	-2.1	S17	-7.65
bpRNA_SRP_77	56405	snoRNA	B5	3	3.2	S16	-2.1	S15	-13.3
bpRNA_SRP_77	56405	snoRNA	B6	1	2.8	S13	-4.15	S12	-4.3
bpRNA_SRP_600	56928	snoRNA	B1	1	1.3	S3	-2.2	S4	-8.5
bpRNA_SRP_600	56928	snoRNA	B2	1	0.5	S7	-14.5	S8	-7.6
bpRNA_SRP_600	56928	snoRNA	B3	2	2.8	S14	-9.57	S13	-14.35
bpRNA_SRP_600	56928	snoRNA	B4	1	0.5	S20	-8.65	S21	-1.95
bpRNA_SRP_600	56928	snoRNA	B5	1	1.6	S19	-1.65	S18	-2.1
bpRNA_SRP_600	56928	snoRNA	B6	1	3.3	S10	-3.9	S9	-10.0
bpRNA_SRP_28	56356	snoRNA	B1	1	5.1	S9	-1.5	S10	-1.5
bpRNA_SRP_28	56356	snoRNA	B3	1	1.4	S16	-3.3	S17	-9.55
bpRNA_SRP_28	56356	snoRNA	B4	5	4.0	S12	-13.0	S11	-13.5
bpRNA_SRP_28	56356	snoRNA	B5	2	2.8	S8	-1.8	S7	-1.65
bpRNA_SRP_291	56619	snoRNA	B1	1	2.7	S5	-2.1	S6	-14.5
bpRNA_SRP_291	56619	snoRNA	B2	2	2.8	S5	-2.1	S4	-3.6
bpRNA_SRP_137	56465	snoRNA	B2	2	2.8	S5	-10.3	S4	-12.6
bpRNA_SRP_137	56465	snoRNA	B4	3	3.2	S2	-11.25	S1	-17.3
bpRNA_SRP_266	56594	snoRNA	B1	5	4.0	S8	-8.25	S9	-4.2
bpRNA_SRP_266	56594	snoRNA	B2	1	2.3	S9	-4.2	S10	-8.2
bpRNA_SRP_266	56594	snoRNA	B4	1	0.5	S16	-3.3	S17	-7.25
bpRNA_SRP_266	56594	snoRNA	B5	3	3.2	S16	-3.3	S15	-6.2
bpRNA_SRP_29	56357	snoRNA	B2	1	1.4	S16	-3.3	S17	-9.55
bpRNA_SRP_29	56357	snoRNA	B3	5	4.0	S12	-15.4	S11	-1.05
bpRNA_SRP_29	56357	snoRNA	B4	1	1.3	S8	-0.05	S7	-7.65
bpRNA_SRP_763	57091	snoRNA	B2	5	4.0	S7	-25.0	S6	-4.3
bpRNA_SRP_763	57091	snoRNA	B3	1	0.973	S3	-5.5	S2	-3.0
bpRNA_SRP_763	57091	snoRNA	B4	1	2.7	S2	-3.0	S1	-0.42
bpRNA_SRP_76	56404	snoRNA	B1	1	1.7	S6	-2.1	S7	-2.97
bpRNA_SRP_76	56404	snoRNA	B2	1	1.3	S9	-8.6	S10	-13.3
bpRNA_SRP_76	56404	snoRNA	B3	1	0.373	S11	-3.05	S12	-5.4
bpRNA_SRP_76	56404	snoRNA	B4	1	2.8	S12	-5.4	S13	-4.3
bpRNA_SRP_76	56404	snoRNA	B5	1	2.7	S17	-2.1	S18	-7.65
bpRNA_SRP_76	56404	snoRNA	B6	3	3.2	S17	-2.1	S16	-13.3
bpRNA_SRP_76	56404	snoRNA	B7	3	3.2	S16	-13.3	S15	-13.25
bpRNA_SRP_76	56404	snoRNA	B8	1	2.8	S14	-4.15	S13	-4.3
bpRNA_SRP_794	57122	snoRNA	B1	1	1.6	S2	-2.1	S3	-4.55
bpRNA_SRP_794	57122	snoRNA	B2	2	2.8	S2	-2.1	S1	-6.15
bpRNA_SRP_81	56409	snoRNA	B1	1	1.3	S8	-8.6	S9	-11.6
bpRNA_SRP_81	56409	snoRNA	B2	1	0.373	S10	-3.05	S11	-7.7
bpRNA_SRP_81	56409	snoRNA	B3	1	2.8	S11	-7.7	S12	-4.3
bpRNA_SRP_81	56409	snoRNA	B4	1	2.7	S16	-2.1	S17	-7.65
bpRNA_SRP_81	56409	snoRNA	B5	3	3.2	S16	-2.1	S15	-13.3
bpRNA_SRP_81	56409	snoRNA	B6	3	3.2	S15	-13.3	S14	-10.65
bpRNA_SRP_81	56409	snoRNA	B7	1	2.8	S13	-4.15	S12	-4.3
bpRNA_SRP_432	56760	snoRNA	B1	1	0.5	S1	-5.7	S2	-2.05
bpRNA_SRP_267	56595	snoRNA	B1	5	4.0	S8	-8.25	S9	-4.2
bpRNA_SRP_267	56595	snoRNA	B2	1	2.3	S9	-4.2	S10	-8.2
bpRNA_SRP_267	56595	snoRNA	B4	1	0.5	S16	-3.3	S17	-7.25
bpRNA_SRP_267	56595	snoRNA	B5	3	3.2	S16	-3.3	S15	-6.2
bpRNA_SRP_305	56633	snoRNA	B2	2	2.8	S17	-8.6	S16	-11.1
bpRNA_SRP_238	56566	snoRNA	B1	1	3.2	S2	-12.2	S3	-4.65
bpRNA_SRP_136	56464	snoRNA	B2	2	2.8	S5	-10.3	S4	-12.6
bpRNA_SRP_136	56464	snoRNA	B4	3	3.2	S2	-11.25	S1	-17.3
bpRNA_SRP_290	56618	snoRNA	B1	1	2.7	S6	-2.1	S7	-14.5
bpRNA_SRP_290	56618	snoRNA	B2	1	2.3	S8	-4.15	S7	-14.5
bpRNA_SRP_290	56618	snoRNA	B3	2	2.8	S6	-2.1	S5	-3.6
bpRNA_SRP_217	56545	snoRNA	B1	3	3.2	S8	-13.8	S9	-0.95
bpRNA_SRP_217	56545	snoRNA	B2	1	2.8	S10	-12.4	S11	-4.3
bpRNA_SRP_217	56545	snoRNA	B3	1	2.7	S15	-2.1	S16	-6.25
bpRNA_SRP_217	56545	snoRNA	B4	3	3.2	S15	-2.1	S14	-10.0
bpRNA_SRP_217	56545	snoRNA	B5	1	2.8	S12	-4.15	S11	-4.3
bpRNA_SRP_375	56703	snoRNA	B1	4	3.6	S7	-14.8	S8	-8.55
bpRNA_SRP_375	56703	snoRNA	B2	1	0.5	S9	-11.55	S10	-7.45
bpRNA_SRP_375	56703	snoRNA	B3	1	0.5	S13	-3.3	S14	-7.25
bpRNA_SRP_375	56703	snoRNA	B4	3	3.2	S13	-3.3	S12	-12.75
bpRNA_SRP_248	56576	snoRNA	B1	4	3.6	S6	-15.4	S7	-24.8
bpRNA_SRP_248	56576	snoRNA	B2	1	2.3	S11	-2.1	S12	-6.85
bpRNA_SRP_248	56576	snoRNA	B3	3	3.2	S11	-2.1	S10	-13.85
bpRNA_SRP_146	56474	snoRNA	B1	4	3.6	S6	-13.05	S7	-19.0
bpRNA_SRP_146	56474	snoRNA	B2	3	3.2	S11	-3.3	S10	-12.65
bpRNA_SRP_119	56447	snoRNA	B1	1	1.7	S17	-3.3	S18	-8.25
bpRNA_SRP_119	56447	snoRNA	B2	1	2.3	S22	-8.2	S21	-13.5
bpRNA_SRP_382	56710	snoRNA	B1	4	3.6	S7	-7.5	S8	-8.55
bpRNA_SRP_382	56710	snoRNA	B2	1	0.5	S9	-11.55	S10	-7.45
bpRNA_SRP_382	56710	snoRNA	B3	1	0.5	S13	-3.3	S14	-7.25
bpRNA_SRP_382	56710	snoRNA	B4	3	3.2	S13	-3.3	S12	-10.9
bpRNA_SRP_59	56387	snoRNA	B1	2	2.8	S15	-9.0	S16	-9.0
bpRNA_SRP_59	56387	snoRNA	B2	1	1.4	S14	-5.8	S13	-3.3
bpRNA_SRP_59	56387	snoRNA	B4	1	0.5	S2	-2.97	S1	-5.7
bpRNA_SRP_588	56916	snoRNA	B2	5	4.0	S16	-0.1	S17	-2.97
bpRNA_SRP_588	56916	snoRNA	B4	1	1.7	S21	-3.3	S22	-8.25
bpRNA_SRP_588	56916	snoRNA	B7	5	4.0	S13	-3.3	S12	-1.35
bpRNA_SRP_713	57041	snoRNA	B3	2	2.8	S14	-7.5	S15	-9.75
bpRNA_SRP_713	57041	snoRNA	B4	4	3.6	S15	-9.75	S16	0.25
bpRNA_SRP_713	57041	snoRNA	B5	9	4.8	S19	-9.7	S20	-5.25
bpRNA_SRP_713	57041	snoRNA	B6	1	1.4	S20	-5.25	S21	-16.15
bpRNA_SRP_713	57041	snoRNA	B7	1	1.4	S19	-9.7	S18	-2.1
bpRNA_SRP_713	57041	snoRNA	B8	1	0.5	S32	-12.55	S33	-1.95
bpRNA_SRP_713	57041	snoRNA	B9	1	2.4	S31	-4.0	S30	-0.6
bpRNA_SRP_713	57041	snoRNA	B10	1	0.5	S30	-0.6	S29	-6.7
bpRNA_SRP_713	57041	snoRNA	B11	1	4.1	S35	-2.6	S34	-8.25
bpRNA_SRP_713	57041	snoRNA	B12	5	4.0	S36	-10.15	S37	-4.2
bpRNA_SRP_713	57041	snoRNA	B13	1	3.2	S28	-12.5	S27	-4.05
bpRNA_SRP_713	57041	snoRNA	B14	3	3.2	S26	-17.35	S25	-6.35
bpRNA_SRP_713	57041	snoRNA	B15	2	2.8	S39	-0.1	S40	-0.75
bpRNA_SRP_713	57041	snoRNA	B16	1	1.3	S40	-0.75	S41	-3.9
bpRNA_SRP_713	57041	snoRNA	B17	2	2.8	S5	-2.4	S4	-2.9
bpRNA_SRP_686	57014	snoRNA	B3	3	3.2	S2	-13.35	S1	-16.7
bpRNA_SRP_952	57280	snoRNA	B1	1	1.7	S6	-4.05	S7	-3.3
bpRNA_SRP_952	57280	snoRNA	B2	1	1.3	S7	-3.3	S8	-17.8
bpRNA_SRP_952	57280	snoRNA	B3	1	3.2	S9	-18.6	S10	-3.5
bpRNA_SRP_952	57280	snoRNA	B4	1	-0.927	S10	-3.5	S11	-1.65
bpRNA_SRP_952	57280	snoRNA	B5	1	1.7	S13	-3.3	S14	-7.75
bpRNA_SRP_952	57280	snoRNA	B6	1	3.3	S18	-3.6	S19	-5.7
bpRNA_SRP_952	57280	snoRNA	B7	1	-0.927	S20	-13.8	S19	-5.7
bpRNA_SRP_952	57280	snoRNA	B8	1	1.7	S23	-2.1	S22	-6.7
bpRNA_SRP_830	57158	snoRNA	B1	1	1.3	S5	-4.95	S4	-1.4
bpRNA_SRP_830	57158	snoRNA	B2	1	1.6	S4	-1.4	S3	-11.85
bpRNA_SRP_830	57158	snoRNA	B3	1	2.9	S2	-11.8	S1	-15.7
bpRNA_SRP_520	56848	snoRNA	B1	4	3.6	S8	-14.8	S9	-8.55
bpRNA_SRP_520	56848	snoRNA	B2	1	0.5	S10	-11.55	S11	-7.45
bpRNA_SRP_520	56848	snoRNA	B3	1	0.5	S14	-3.3	S15	-7.25
bpRNA_SRP_520	56848	snoRNA	B4	3	3.2	S14	-3.3	S13	-12.75
bpRNA_SRP_442	56770	snoRNA	B1	1	2.3	S1	-5.7	S2	2.18
bpRNA_SRP_151	56479	snoRNA	B1	4	3.6	S6	-12.7	S7	-14.1
bpRNA_SRP_151	56479	snoRNA	B2	1	1.3	S7	-14.1	S8	-4.15
bpRNA_SRP_151	56479	snoRNA	B3	3	3.2	S12	-3.3	S11	-12.65
bpRNA_SRP_200	56528	snoRNA	B1	4	3.6	S5	-13.1	S6	-11.8
bpRNA_SRP_200	56528	snoRNA	B2	7	4.6	S6	-11.8	S7	-8.0
bpRNA_SRP_200	56528	snoRNA	B3	1	0.4	S7	-8.0	S8	-7.35
bpRNA_SRP_200	56528	snoRNA	B4	1	0.5	S11	-3.3	S12	-8.75
bpRNA_SRP_200	56528	snoRNA	B5	3	3.2	S11	-3.3	S10	-14.65
bpRNA_SRP_362	56690	snoRNA	B1	4	3.6	S6	-14.8	S7	-8.55
bpRNA_SRP_362	56690	snoRNA	B2	1	0.5	S8	-11.55	S9	-7.45
bpRNA_SRP_362	56690	snoRNA	B3	1	0.5	S12	-3.3	S13	-7.25
bpRNA_SRP_362	56690	snoRNA	B4	3	3.2	S12	-3.3	S11	-12.75
bpRNA_SRP_878	57206	snoRNA	B2	1	1.3	S11	-4.3	S12	-0.55
bpRNA_SRP_878	57206	snoRNA	B3	1	1.7	S14	-3.3	S15	-8.25
bpRNA_SRP_878	57206	snoRNA	B5	2	2.8	S19	-10.3	S20	-12.85
bpRNA_SRP_878	57206	snoRNA	B6	1	1.7	S20	-12.85	S21	-2.97
bpRNA_SRP_878	57206	snoRNA	B7	4	3.6	S10	-15.8	S9	-11.65
bpRNA_SRP_878	57206	snoRNA	B8	1	0.5	S9	-11.65	S8	-10.0
bpRNA_SRP_455	56783	snoRNA	B1	1	1.7	S12	-7.2	S13	-11.9
bpRNA_SRP_455	56783	snoRNA	B2	1	-1.077	S15	-2.5	S16	-6.75
bpRNA_SRP_455	56783	snoRNA	B3	1	2.7	S20	-2.1	S21	-11.2
bpRNA_SRP_455	56783	snoRNA	B4	3	3.2	S20	-2.1	S19	-10.6
bpRNA_SRP_455	56783	snoRNA	B5	2	2.8	S19	-10.6	S18	-13.45
bpRNA_SRP_945	57273	snoRNA	B1	1	1.7	S7	-2.4	S8	-3.3
bpRNA_SRP_945	57273	snoRNA	B2	1	1.3	S8	-3.3	S9	-1.45
bpRNA_SRP_945	57273	snoRNA	B5	1	1.7	S16	-3.3	S17	-10.65
bpRNA_SRP_945	57273	snoRNA	B6	1	2.3	S20	-7.5	S21	-12.25
bpRNA_SRP_945	57273	snoRNA	B7	1	1.7	S3	-12.6	S2	-0.45
bpRNA_SRP_691	57019	snoRNA	B1	1	1.4	S5	-9.1	S6	-3.3
bpRNA_SRP_691	57019	snoRNA	B2	4	3.6	S9	-14.8	S10	-8.55
bpRNA_SRP_691	57019	snoRNA	B3	1	0.5	S11	-11.55	S12	-7.45
bpRNA_SRP_691	57019	snoRNA	B4	1	0.5	S15	-3.3	S16	-7.25
bpRNA_SRP_691	57019	snoRNA	B5	3	3.2	S15	-3.3	S14	-12.75
bpRNA_SRP_568	56896	snoRNA	B3	1	1.7	S21	-9.85	S22	-3.3
bpRNA_SRP_568	56896	snoRNA	B4	1	1.3	S12	-1.97	S11	-18.1
bpRNA_SRP_568	56896	snoRNA	B5	1	1.6	S4	-2.95	S3	-6.1
bpRNA_SRP_827	57155	snoRNA	B2	1	0.5	S16	-5.8	S17	-7.0
bpRNA_SRP_827	57155	snoRNA	B3	1	2.9	S19	-21.05	S18	-15.2
bpRNA_SRP_11	56339	snoRNA	B1	1	3.3	S2	-1.5	S3	-11.65
bpRNA_SRP_639	56967	snoRNA	B1	4	3.6	S6	-13.15	S7	-4.2
bpRNA_SRP_639	56967	snoRNA	B3	3	3.2	S13	-3.3	S12	-11.95
bpRNA_SRP_547	56875	snoRNA	B1	1	1.7	S5	-0.55	S6	-5.25
bpRNA_SRP_547	56875	snoRNA	B2	2	2.8	S5	-0.55	S4	-11.35
bpRNA_SRP_808	57136	snoRNA	B1	1	1.6	S2	-2.1	S3	-8.3
bpRNA_SRP_808	57136	snoRNA	B3	2	2.8	S2	-2.1	S1	-6.15
bpRNA_SRP_518	56846	snoRNA	B1	4	3.6	S8	-14.8	S9	-8.55
bpRNA_SRP_518	56846	snoRNA	B2	1	0.5	S10	-11.55	S11	-7.45
bpRNA_SRP_518	56846	snoRNA	B3	1	0.5	S14	-3.3	S15	-7.25
bpRNA_SRP_518	56846	snoRNA	B4	3	3.2	S14	-3.3	S13	-12.75
bpRNA_SRP_783	57111	snoRNA	B1	1	-1.077	S12	-2.05	S13	-6.0
bpRNA_SRP_783	57111	snoRNA	B2	1	2.7	S18	-2.1	S19	-6.45
bpRNA_SRP_783	57111	snoRNA	B4	3	3.2	S18	-2.1	S17	-9.5
